item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
16716	fairness	10	16889	F EH R N AH S	6	5.9e-05	1	0.5499368906021118	0.5499368906021118	0.4500631093978882	0.8002078533172607	0.18356621265411377	1.6482335329055786	1	F EH R N AH S	1	F EH R N AH S	1	F EH R N AH S	1	F EH R N AH S	1	F EH R N AH S	1	F EH R N AH S	1	F EH R N AH S	1	F EH R N AH S	BOTH_CORRECT	BOTH_CORRECT
16717	fairway	10	16890	F EH R W EY	5	5.9e-05	1	0.5308433175086975	0.5308433175086975	0.4691566824913025	0.7617650628089905	0.27817752957344055	1.3273833990097046	1	F EH R W EY	1	F EH R W EY	1	F EH R W EY	1	F EH R W EY	1	F EH R W EY	1	F EH R W EY	1	F EH R W EY	1	F EH R W EY	BOTH_CORRECT	BOTH_CORRECT
16718	fairweather	10	16891	F EH R W EH DH ER	7	5.9e-05	1	0.5038095116615295	0.5038095116615295	0.49619048833847046	0.7076191306114197	0.36687007546424866	1.6242846250534058	1	F EH R W EH DH ER	1	F EH R W EH DH ER	0	F EH R F AE R AH N	1	F EH R W EH DH ER	1	F EH R W EH DH ER	1	F EH R W EH DH ER	0	F EH R F AE R AH N	1	F EH R W EH DH ER	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16719	fairyland	10	16892	F EH R IY L AE N D	8	5.9e-05	1	0.46952006220817566	0.46952006220817566	0.5304799377918243	0.6389644742012024	0.20763760805130005	6.774183750152588	1	F EH R IY L AE N D	1	F EH R IY L AE N D	0	F EH R IY T AE L AH T	1	F EH R IY L AE N D	1	F EH R IY L AE N D	1	F EH R IY L AE N D	0	F EH R IY T AE L AH T IY	1	F EH R IY L AE N D	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16720	fairytale	10	16893	F EH R IY T EY L	7	5.9e-05	1	0.5232185125350952	0.5232185125350952	0.4767814874649048	0.7464704513549805	0.34514477849006653	1.4300241470336914	1	F EH R IY T EY L	1	F EH R IY T EY L	1	F EH R IY T EY L	1	F EH R IY T EY L	1	F EH R IY T EY L	1	F EH R IY T EY L	1	F EH R IY T EY L	1	F EH R IY T EY L	BOTH_CORRECT	BOTH_CORRECT
16721	faisal	10	16894	F EY Z AH L	5	5.9e-05	1	0.4908735156059265	0.4908735156059265	0.5091264843940735	0.6817449927330017	0.3160291910171509	1.7077819108963013	1	F EY Z AH L	1	F EY Z AH L	1	F EY Z AH L	1	F EY Z AH L	1	F EY Z AH L	1	F EY Z AH L	1	F EY Z AH L	1	F EY Z AH L	BOTH_CORRECT	BOTH_CORRECT
16722	faithful	10	16895	F EY TH F AH L	6	5.9e-05	1	0.5283277034759521	0.5283277034759521	0.47167229652404785	0.7567161917686462	0.27169424295425415	1.6826612949371338	1	F EY TH F AH L	1	F EY TH F AH L	1	F EY TH F AH L	1	F EY TH F AH L	1	F EY TH F AH L	1	F EY TH F AH L	1	F EY TH F AH L	1	F EY TH F AH L	BOTH_CORRECT	BOTH_CORRECT
16723	faithfulness	10	16896	F EY TH F AH L N EH S	9	5.9e-05	1	0.5283598303794861	0.5283598303794861	0.4716401696205139	0.7567806243896484	0.21673381328582764	2.0088648796081543	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	1	F EY TH F AH L N EH S	BOTH_CORRECT	BOTH_CORRECT
16724	faithfuls	10	16897	F EY TH F AH L Z	7	5.9e-05	1	0.5070449113845825	0.5070449113845825	0.4929550886154175	0.7140907049179077	0.3215995132923126	1.8674168586730957	1	F EY TH F AH L Z	1	F EY TH F AH L Z	1	F EY TH F AH L Z	1	F EY TH F AH L Z	1	F EY TH F AH L Z	1	F EY TH F AH L Z	1	F EY TH F AH L Z	1	F EY TH F AH L Z	BOTH_CORRECT	BOTH_CORRECT
16725	faiths	10	16898	F EY TH S	4	5.9e-05	1	0.5303972363471985	0.5303972363471985	0.4696027636528015	0.760869562625885	0.08148050308227539	2.6918792724609375	1	F EY TH S	1	F EY TH S	1	F EY TH S	1	F EY TH S	1	F EY TH S	1	F EY TH S	1	F EY TH S	1	F EY TH S	BOTH_CORRECT	BOTH_CORRECT
16726	fajardo	10	16899	F AA Y AA R D OW	7	5.9e-05	1	0.5293168425559998	0.5293168425559998	0.47068315744400024	0.7587010264396667	0.37659895420074463	1.2120187282562256	1	F AA Y AA R D OW	1	F AA Y AA R D OW	1	F AA Y AA R D OW	1	F AA Y AA R D OW	1	F AA Y AA R D OW	1	F AA Y AA R D OW	1	F AA Y AA R D OW	1	F AA Y AA R D OW	BOTH_CORRECT	BOTH_CORRECT
16727	fajita	10	16900	F AH JH IY T AH	6	5.9e-05	1	0.5181664824485779	0.5181664824485779	0.4818335175514221	0.7363489866256714	0.3164449632167816	1.5241256952285767	1	F AH JH IY T AH	1	F AH JH IY T AH	1	F AH JH IY T AH	1	F AH JH IY T AH	1	F AH JH IY T AH	1	F AH JH IY T AH	1	F AH JH IY T AH	1	F AH JH IY T AH	BOTH_CORRECT	BOTH_CORRECT
16728	fajitas	10	16901	F AH JH IY T AH Z	7	5.9e-05	1	0.5363218784332275	0.5363218784332275	0.46367812156677246	0.772771954536438	0.3467954099178314	1.1285229921340942	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	1	F AH JH IY T AH Z	BOTH_CORRECT	BOTH_CORRECT
16729	faker	10	16902	F EY K ER	4	5.9e-05	1	0.4571568965911865	0.4571568965911865	0.5428431034088135	0.6141031384468079	0.2420288622379303	9.543570518493652	1	F EY K ER	1	F EY K ER	1	F EY K ER	1	F EY K ER	1	F EY K ER	1	F EY K ER	1	F EY K ER	1	F EY K ER	BOTH_CORRECT	BOTH_CORRECT
16730	falafel	10	16903	F AH L AA F AH L	7	5.9e-05	1	0.5222142338752747	0.5222142338752747	0.47778576612472534	0.7444577217102051	0.25309544801712036	1.3276499509811401	1	F AH L AA F AH L	1	F AH L AA F AH L	1	F AH L AA F AH L	1	F AH L AA F AH L	1	F AH L AA F AH L	1	F AH L AA F AH L	1	F AH L AA F AH L	1	F AH L AA F AH L	BOTH_CORRECT	BOTH_CORRECT
16731	falcon	10	16904	F AE L K AH N	6	5.9e-05	1	0.49859142303466797	0.49859142303466797	0.501408576965332	0.6971827745437622	0.20623135566711426	2.0545289516448975	1	F AE L K AH N	1	F AE L K AH N	1	F AE L K AH N	1	F AE L K AH N	1	F AE L K AH N	1	F AE L K AH N	1	F AE L K AH N	1	F AE L K AH N	BOTH_CORRECT	BOTH_CORRECT
16732	falconer	10	16905	F AE L K AH N ER	7	5.9e-05	1	0.5196756720542908	0.5196756720542908	0.48032432794570923	0.7393717169761658	0.4091443419456482	1.3492728471755981	1	F AE L K AH N ER	1	F AE L K AH N ER	1	F AE L K AH N ER	1	F AE L K AH N ER	1	F AE L K AH N ER	1	F AE L K AH N ER	1	F AE L K AH N ER	1	F AE L K AH N ER	BOTH_CORRECT	BOTH_CORRECT
16733	falconet	10	16906	F AE L K AH N EH T	8	5.9e-05	1	0.5002518892288208	0.5002518892288208	0.4997481107711792	0.7005037665367126	0.3246910572052002	2.119899034500122	1	F AE L K AH N EH T	1	F AE L K AH N EH T	1	F AE L K AH N EH T	1	F AE L K AH N EH T	1	F AE L K AH N EH T	1	F AE L K AH N EH T	1	F AE L K AH N EH T	1	F AE L K AH N EH T	BOTH_CORRECT	BOTH_CORRECT
16734	falconry	10	16907	F AE L K AH N R IY	8	5.9e-05	1	0.5330885052680969	0.5330885052680969	0.4669114947319031	0.7662737965583801	0.39988988637924194	1.163088321685791	1	F AE L K AH N R IY	1	F AE L K AH N R IY	1	F AE L K AH N R IY	1	F AE L K AH N R IY	1	F AE L K AH N R IY	1	F AE L K AH N R IY	1	F AE L K AH N R IY	1	F AE L K AH N R IY	BOTH_CORRECT	BOTH_CORRECT
16735	falkland	10	16908	F AO K L AH N D	7	5.9e-05	1	0.4692913889884949	0.4692913889884949	0.5307086110115051	0.6385053992271423	0.07588177919387817	3.4388632774353027	1	F AO K L AH N D	1	F AO K L AH N D	0	F AO K S T AE N D	1	F AO K L AH N D	1	F AO K L AH N D	1	F AO K L AH N D	0	F AO K S T AE N D	1	F AO K L AH N D	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16736	falklands	10	16909	F AO K L AH N D Z	8	5.9e-05	1	0.4738338589668274	0.4738338589668274	0.5261661410331726	0.647619903087616	0.07134151458740234	3.5985350608825684	1	F AO K L AH N D Z	1	F AO K L AH N D Z	0	F AO K L AH N D	1	F AO K L AH N D Z	1	F AO K L AH N D Z	1	F AO K L AH N D Z	0	F AO K L AH N D	1	F AO K L AH N D Z	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16737	falkner	10	16910	F AO K N ER	5	5.9e-05	1	0.4822778105735779	0.4822778105735779	0.5177221894264221	0.6645407676696777	0.2960774004459381	3.2717385292053223	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	BOTH_CORRECT	BOTH_CORRECT
16738	falla	10	16911	F AE L AH	4	5.9e-05	1	0.5001457929611206	0.5001457929611206	0.4998542070388794	0.7002915740013123	0.20774999260902405	1.728883981704712	1	F AE L AH	1	F AE L AH	1	F AE L AH	1	F AE L AH	1	F AE L AH	1	F AE L AH	1	F AE L AH	1	F AE L AH	BOTH_CORRECT	BOTH_CORRECT
16739	fallacious	10	16912	F AH L EY SH AH S	7	5.9e-05	1	0.5349630117416382	0.5349630117416382	0.4650369882583618	0.7700403332710266	0.2873833179473877	1.4212318658828735	1	F AH L EY SH AH S	1	F AH L EY SH AH S	1	F AH L EY SH AH S	1	F AH L EY SH AH S	1	F AH L EY SH AH S	1	F AH L EY SH AH S	1	F AH L EY SH AH S	1	F AH L EY SH AH S	BOTH_CORRECT	BOTH_CORRECT
16740	fallacy	10	16913	F AE L AH S IY	6	5.9e-05	1	0.5119991898536682	0.5119991898536682	0.4880008101463318	0.7240030169487	0.3236745595932007	1.5267257690429688	1	F AE L AH S IY	1	F AE L AH S IY	1	F AE L AH S IY	1	F AE L AH S IY	1	F AE L AH S IY	1	F AE L AH S IY	1	F AE L AH S IY	1	F AE L AH S IY	BOTH_CORRECT	BOTH_CORRECT
16741	fallback	10	16914	F AO L B AE K	6	5.9e-05	1	0.5146051049232483	0.5146051049232483	0.4853948950767517	0.7292185425758362	0.3484123945236206	1.466309666633606	1	F AO L B AE K	1	F AO L B AE K	1	F AO L B AE K	1	F AO L B AE K	1	F AO L B AE K	1	F AO L B AE K	1	F AO L B AE K	1	F AO L B AE K	BOTH_CORRECT	BOTH_CORRECT
16742	fallible	10	16915	F AE L AH B AH L	7	5.9e-05	1	0.5211103558540344	0.5211103558540344	0.4788896441459656	0.7422457337379456	0.31182384490966797	1.864377737045288	1	F AE L AH B AH L	1	F AE L AH B AH L	1	F AE L AH B AH L	1	F AE L AH B AH L	1	F AE L AH B AH L	1	F AE L AH B AH L	1	F AE L AH B AH L	1	F AE L AH B AH L	BOTH_CORRECT	BOTH_CORRECT
16743	falloff	10	16916	F AO L AO F	5	5.9e-05	1	0.513003945350647	0.513003945350647	0.486996054649353	0.7260137796401978	0.2523934245109558	1.7216074466705322	1	F AO L AO F	1	F AO L AO F	1	F AO L AO F	1	F AO L AO F	1	F AO L AO F	1	F AO L AO F	1	F AO L AO F	1	F AO L AO F	BOTH_CORRECT	BOTH_CORRECT
16744	fallopian	10	16917	F AH L OW P IY AH N	8	5.9e-05	1	0.5493206977844238	0.5493206977844238	0.45067930221557617	0.7989632487297058	0.3021211326122284	1.0537266731262207	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	1	F AH L OW P IY AH N	BOTH_CORRECT	BOTH_CORRECT
16745	fallout	10	16918	F AO L AW T	5	5.9e-05	1	0.5399475693702698	0.5399475693702698	0.4600524306297302	0.7800658345222473	0.20611947774887085	1.7741693258285522	1	F AO L AW T	1	F AO L AW T	1	F AO L AW T	1	F AO L AW T	1	F AO L AW T	1	F AO L AW T	1	F AO L AW T	1	F AO L AW T	BOTH_CORRECT	BOTH_CORRECT
16746	fallow	10	16919	F AE L OW	4	5.9e-05	1	0.49111858010292053	0.49111858010292053	0.5088814198970795	0.6822353005409241	0.2290058732032776	2.1826043128967285	1	F AE L OW	1	F AE L OW	1	F AE L OW	1	F AE L OW	1	F AE L OW	1	F AE L OW	1	F AE L OW	1	F AE L OW	BOTH_CORRECT	BOTH_CORRECT
16747	falmouth	10	16920	F AE L M AH TH	6	5.9e-05	1	0.5195867419242859	0.5195867419242859	0.4804132580757141	0.7391934394836426	0.2547759711742401	1.8199889659881592	1	F AE L M AH TH	1	F AE L M AH TH	1	F AE L M AH TH	1	F AE L M AH TH	1	F AE L M AH TH	1	F AE L M AH TH	1	F AE L M AH TH	1	F AE L M AH TH	BOTH_CORRECT	BOTH_CORRECT
16748	falsehood	10	16921	F AE L S HH UH D	7	5.9e-05	1	0.5264935493469238	0.5264935493469238	0.47350645065307617	0.7530367970466614	0.2833164930343628	1.56778883934021	1	F AE L S HH UH D	1	F AE L S HH UH D	1	F AE L S HH UH D	1	F AE L S HH UH D	1	F AE L S HH UH D	1	F AE L S HH UH D	1	F AE L S HH UH D	1	F AE L S HH UH D	BOTH_CORRECT	BOTH_CORRECT
16749	falsetto	10	16922	F AO L S EH T OW	7	5.9e-05	1	0.4732201099395752	0.4732201099395752	0.5267798900604248	0.646388828754425	0.13366562128067017	5.960997581481934	1	F AO L S EH T OW	1	F AO L S EH T OW	1	F AO L S EH T OW	1	F AO L S EH T OW	1	F AO L S EH T OW	1	F AO L S EH T OW	1	F AO L S EH T OW	1	F AO L S EH T OW	BOTH_CORRECT	BOTH_CORRECT
16750	falsify	10	16923	F AO L S AH F AY	7	5.9e-05	1	0.4942651093006134	0.4942651093006134	0.5057348906993866	0.6885296702384949	0.215987890958786	1.9883816242218018	1	F AO L S AH F AY	1	F AO L S AH F AY	1	F AO L S AH F AY	1	F AO L S AH F AY	1	F AO L S AH F AY	1	F AO L S AH F AY	1	F AO L S AH F AY	1	F AO L S AH F AY	BOTH_CORRECT	BOTH_CORRECT
16751	falsity	10	16924	F AO L S AH T IY	7	5.9e-05	1	0.4912572205066681	0.4912572205066681	0.5087427794933319	0.682512640953064	0.15933310985565186	2.829007387161255	1	F AO L S AH T IY	1	F AO L S AH T IY	1	F AO L S AH T IY	1	F AO L S AH T IY	1	F AO L S AH T IY	1	F AO L S AH T IY	1	F AO L S AH T IY	1	F AO L S AH T IY	BOTH_CORRECT	BOTH_CORRECT
16752	falstaff	10	16925	F AO L S T AE F	7	5.9e-05	1	0.53348708152771	0.53348708152771	0.46651291847229004	0.7670745849609375	0.38480255007743835	1.1216645240783691	1	F AO L S T AE F	1	F AO L S T AE F	1	F AO L S T AE F	1	F AO L S T AE F	1	F AO L S T AE F	1	F AO L S T AE F	1	F AO L S T AE F	1	F AO L S T AE F	BOTH_CORRECT	BOTH_CORRECT
16753	falter	10	16926	F AO L T ER	5	5.9e-05	1	0.5053442716598511	0.5053442716598511	0.4946557283401489	0.7106888890266418	0.18317079544067383	3.0445821285247803	1	F AO L T ER	1	F AO L T ER	1	F AO L T ER	1	F AO L T ER	1	F AO L T ER	1	F AO L T ER	1	F AO L T ER	1	F AO L T ER	BOTH_CORRECT	BOTH_CORRECT
16754	faltering	10	16927	F AO L T ER IH NG	7	5.9e-05	1	0.4982757568359375	0.4982757568359375	0.5017242431640625	0.6965515613555908	0.1141706109046936	3.857402801513672	1	F AO L T ER IH NG	1	F AO L T ER IH NG	1	F AO L T ER IH NG	1	F AO L T ER IH NG	1	F AO L T ER IH NG	1	F AO L T ER IH NG	1	F AO L T ER IH NG	1	F AO L T ER IH NG	BOTH_CORRECT	BOTH_CORRECT
16755	falwell	10	16928	F AO L W EH L	6	5.9e-05	1	0.5171950459480286	0.5171950459480286	0.48280495405197144	0.734403669834137	0.34785380959510803	1.2102335691452026	1	F AO L W EH L	1	F AO L W EH L	1	F AO L W EH L	1	F AO L W EH L	1	F AO L W EH L	1	F AO L W EH L	1	F AO L W EH L	1	F AO L W EH L	BOTH_CORRECT	BOTH_CORRECT
16756	familial	10	16929	F AH M IH L Y AH L	8	5.9e-05	1	0.5387648940086365	0.5387648940086365	0.4612351059913635	0.7776856422424316	0.31284987926483154	1.1321607828140259	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	1	F AH M IH L Y AH L	BOTH_CORRECT	BOTH_CORRECT
16757	familiarize	10	16930	F AH M IH L Y ER AY Z	9	5.9e-05	1	0.5249022245407104	0.5249022245407104	0.47509777545928955	0.7498456835746765	0.09004724025726318	2.188894033432007	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	1	F AH M IH L Y ER AY Z	BOTH_CORRECT	BOTH_CORRECT
16758	famine	10	16931	F AE M AH N	5	5.9e-05	1	0.49955764412879944	0.49955764412879944	0.5004423558712006	0.6991152763366699	0.23166429996490479	2.0626494884490967	1	F AE M AH N	1	F AE M AH N	1	F AE M AH N	1	F AE M AH N	1	F AE M AH N	1	F AE M AH N	1	F AE M AH N	1	F AE M AH N	BOTH_CORRECT	BOTH_CORRECT
16759	fanatic	10	16932	F AH N AE T IH K	7	5.9e-05	1	0.5016828775405884	0.5016828775405884	0.4983171224594116	0.7033657431602478	0.12608861923217773	2.5364465713500977	1	F AH N AE T IH K	1	F AH N AE T IH K	1	F AH N AE T IH K	1	F AH N AE T IH K	1	F AH N AE T IH K	1	F AH N AE T IH K	1	F AH N AE T IH K	1	F AH N AE T IH K	BOTH_CORRECT	BOTH_CORRECT
16760	fanatical	10	16933	F AH N AE T IH K AH L	9	5.9e-05	1	0.5351643562316895	0.5351643562316895	0.46483564376831055	0.7704449892044067	0.22748392820358276	1.4465575218200684	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	1	F AH N AE T IH K AH L	BOTH_CORRECT	BOTH_CORRECT
16761	fancier	10	16934	F AE N S IY ER	6	5.9e-05	1	0.49873411655426025	0.49873411655426025	0.5012658834457397	0.6974682807922363	0.22052514553070068	2.481401205062866	1	F AE N S IY ER	1	F AE N S IY ER	1	F AE N S IY ER	1	F AE N S IY ER	1	F AE N S IY ER	1	F AE N S IY ER	1	F AE N S IY ER	1	F AE N S IY ER	BOTH_CORRECT	BOTH_CORRECT
16762	fanciful	10	16935	F AE N S IH F AH L	8	5.9e-05	1	0.5526511073112488	0.5526511073112488	0.4473488926887512	0.805694043636322	0.26329052448272705	1.58451247215271	1	F AE N S IH F AH L	1	F AE N S IH F AH L	0	F AE N S IY L AH S	1	F AE N S IH F AH L	1	F AE N S IH F AH L	1	F AE N S IH F AH L	0	F AE N S IY L AH S	1	F AE N S IH F AH L	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16763	fandango	10	16936	F AE N D AE NG G OW	8	5.9e-05	1	0.499039888381958	0.499039888381958	0.500960111618042	0.6980797648429871	0.3921072483062744	1.7146719694137573	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	1	F AE N D AE NG G OW	BOTH_CORRECT	BOTH_CORRECT
16764	fane	10	16937	F EY N	3	5.9e-05	1	0.4507751762866974	0.4507751762866974	0.5492248237133026	0.6012304425239563	0.2551175355911255	9.781658172607422	1	F EY N	1	F EY N	1	F EY N	1	F EY N	1	F EY N	1	F EY N	1	F EY N	1	F EY N	BOTH_CORRECT	BOTH_CORRECT
16765	fanfare	10	16938	F AE N F EH R	6	5.9e-05	1	0.502165675163269	0.502165675163269	0.49783432483673096	0.7043313384056091	0.2055216133594513	1.745507001876831	1	F AE N F EH R	1	F AE N F EH R	1	F AE N F EH R	1	F AE N F EH R	1	F AE N F EH R	1	F AE N F EH R	1	F AE N F EH R	1	F AE N F EH R	BOTH_CORRECT	BOTH_CORRECT
16766	fang	10	16939	F AE NG	3	5.9e-05	1	0.5083664059638977	0.5083664059638977	0.4916335940361023	0.7167342901229858	0.042219460010528564	10.269987106323242	1	F AE NG	1	F AE NG	1	F AE NG	1	F AE NG	1	F AE NG	1	F AE NG	1	F AE NG	1	F AE NG	BOTH_CORRECT	BOTH_CORRECT
16767	fanned	10	16940	F AE N D	4	5.9e-05	1	0.501737654209137	0.501737654209137	0.49826234579086304	0.703475296497345	0.3023323714733124	1.4097703695297241	1	F AE N D	1	F AE N D	1	F AE N D	1	F AE N D	1	F AE N D	1	F AE N D	1	F AE N D	1	F AE N D	BOTH_CORRECT	BOTH_CORRECT
16768	fannie	10	16941	F AE N IY	4	5.9e-05	1	0.4832572937011719	0.4832572937011719	0.5167427062988281	0.666502058506012	0.11677998304367065	3.4137024879455566	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	BOTH_CORRECT	BOTH_CORRECT
16769	fanning	10	16942	F AE N IH NG	5	5.9e-05	1	0.5181884765625	0.5181884765625	0.4818115234375	0.7363930344581604	0.3180742561817169	1.1549452543258667	1	F AE N IH NG	1	F AE N IH NG	1	F AE N IH NG	1	F AE N IH NG	1	F AE N IH NG	1	F AE N IH NG	1	F AE N IH NG	1	F AE N IH NG	BOTH_CORRECT	BOTH_CORRECT
16770	fanny	10	16943	F AE N IY	4	5.9e-05	1	0.4832572937011719	0.4832572937011719	0.5167427062988281	0.666502058506012	0.11678004264831543	3.4137020111083984	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	1	F AE N IY	BOTH_CORRECT	BOTH_CORRECT
16771	fantail	10	16944	F AE N T EY L	6	5.9e-05	1	0.47143104672431946	0.47143104672431946	0.5285689532756805	0.6427997946739197	0.27845901250839233	4.591464996337891	1	F AE N T EY L	1	F AE N T EY L	1	F AE N T EY L	1	F AE N T EY L	1	F AE N T EY L	1	F AE N T EY L	1	F AE N T EY L	1	F AE N T EY L	BOTH_CORRECT	BOTH_CORRECT
16772	fantasia	10	16945	F AE N T EY ZH AH	7	5.9e-05	1	0.5288875102996826	0.5288875102996826	0.4711124897003174	0.7578395009040833	0.3208760917186737	1.3233308792114258	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	1	F AE N T EY ZH AH	BOTH_CORRECT	BOTH_CORRECT
16773	fantasize	10	16946	F AE N T AH S AY Z	8	5.9e-05	1	0.4797345697879791	0.4797345697879791	0.5202654302120209	0.6594468951225281	0.17214450240135193	9.34414291381836	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	1	F AE N T AH S AY Z	BOTH_CORRECT	BOTH_CORRECT
16774	fao	10	16947	F AW	2	5.9e-05	1	0.490248441696167	0.490248441696167	0.509751558303833	0.6804943680763245	0.28780096769332886	1.557738184928894	1	F AW	1	F AW	1	F AW	1	F AW	1	F AW	1	F AW	1	F AW	1	F AW	BOTH_CORRECT	BOTH_CORRECT
16775	faraday	10	16948	F AE R AH D EY	6	5.9e-05	1	0.5241825580596924	0.5241825580596924	0.4758174419403076	0.7484028935432434	0.3556547462940216	1.2495473623275757	1	F AE R AH D EY	1	F AE R AH D EY	0	F AE B R AH N	1	F AE R AH D EY	1	F AE R AH D EY	1	F AE R AH D EY	0	F AE B R AH N	1	F AE R AH D EY	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16776	faraway	10	16949	F AA R AH W EY	6	5.9e-05	1	0.504816472530365	0.504816472530365	0.495183527469635	0.7096332311630249	0.237007737159729	1.6459283828735352	1	F AA R AH W EY	1	F AA R AH W EY	1	F AA R AH W EY	1	F AA R AH W EY	1	F AA R AH W EY	1	F AA R AH W EY	1	F AA R AH W EY	1	F AA R AH W EY	BOTH_CORRECT	BOTH_CORRECT
16777	farce	10	16950	F AA R S	4	5.9e-05	1	0.4500538110733032	0.4500538110733032	0.5499461889266968	0.5997733473777771	0.11986911296844482	9.84428882598877	1	F AA R S	1	F AA R S	0	F L UW S	1	F AA R S	1	F AA R S	1	F AA R S	0	F L UW S	1	F AA R S	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16778	farcical	10	16951	F AA R S AH K AH L	8	5.9e-05	1	0.5456399321556091	0.5456399321556091	0.45436006784439087	0.7915346026420593	0.22579032182693481	1.6350820064544678	1	F AA R S AH K AH L	1	F AA R S AH K AH L	1	F AA R S AH K AH L	1	F AA R S AH K AH L	1	F AA R S AH K AH L	1	F AA R S AH K AH L	1	F AA R S AH K AH L	1	F AA R S AH K AH L	BOTH_CORRECT	BOTH_CORRECT
16779	farewell	10	16952	F EH R W EH L	6	5.9e-05	1	0.526902437210083	0.526902437210083	0.473097562789917	0.7538568377494812	0.22396492958068848	1.6588366031646729	1	F EH R W EH L	1	F EH R W EH L	1	F EH R W EH L	1	F EH R W EH L	1	F EH R W EH L	1	F EH R W EH L	1	F EH R W EH L	1	F EH R W EH L	BOTH_CORRECT	BOTH_CORRECT
16780	fargo	10	16953	F AA R G OW	5	5.9e-05	1	0.5141311287879944	0.5141311287879944	0.4858688712120056	0.7282697558403015	0.3070727288722992	1.2009291648864746	1	F AA R G OW	1	F AA R G OW	1	F AA R G OW	1	F AA R G OW	1	F AA R G OW	1	F AA R G OW	1	F AA R G OW	1	F AA R G OW	BOTH_CORRECT	BOTH_CORRECT
16781	farina	10	16954	F ER IY N AH	5	5.9e-05	1	0.4950040578842163	0.4950040578842163	0.5049959421157837	0.6900076866149902	0.13927030563354492	3.444141387939453	1	F ER IY N AH	1	F ER IY N AH	1	F ER IY N AH	1	F ER IY N AH	1	F ER IY N AH	1	F ER IY N AH	1	F ER IY N AH	1	F ER IY N AH	BOTH_CORRECT	BOTH_CORRECT
16782	farley	10	16955	F AA R L IY	5	5.9e-05	1	0.5045932531356812	0.5045932531356812	0.49540674686431885	0.7091867923736572	0.2639106512069702	2.196720600128174	1	F AA R L IY	1	F AA R L IY	1	F AA R L IY	1	F AA R L IY	1	F AA R L IY	1	F AA R L IY	1	F AA R L IY	1	F AA R L IY	BOTH_CORRECT	BOTH_CORRECT
